"","Name","Region","Longitude","Latitude","ID","urban_percent","source"
"1","Great Smoky Mountains Institute at Tremont","TN",-83.688772827533,35.639979235465,1,0.107496058477856,"NLCD"
"2","CawCaw Interpretive Center","SC",-80.193097095849,32.782252065427,2,3.92465802477978,"NLCD"
"3","NC State University","NC",-78.67546810402,35.781071715192,3,69.3767908309456,"NLCD"
"4","UNC Chapel Hill Campus","NC",-79.049644020807,35.909876654033,4,46.9437477606593,"NLCD"
"5","Hemlock Bluffs","NC",-78.779309191044,35.724098087769,5,44.9190196359467,"NLCD"
"6","Georgetown","DC",-77.07900566587,38.909602349623,6,59.5685206422018,"NLCD"
"7","NC Botanical Garden","NC",-79.0339,35.8994,7,31.4048403265072,"NLCD"
"8","Mt. Auburn Cemetery","MA",-71.14532216979,42.37140748221,8,77.2147362385321,"NLCD"
"9","East Carolina University","NC",-77.366304214415,35.606393363404,9,65.8952496954933,"NLCD"
"10","Prairie Ridge Ecostation","NC",-78.7139,35.8117,10,56.9555873925501,"NLCD"
"11","Pritchard Park (Chapel Hill Public Library)","NC",-79.036950286991,35.930914233655,11,35.1947308132875,"NLCD"
"12","Stage Nature Center","MI",-83.191449083429,42.616025477569,12,61.6850551654965,"NLCD"
"13","Ijams Nature Center","TN",-83.866635560989,35.957561221232,13,14.5395915442494,"NLCD"
"14","Kalamazoo Nature Center","MI",-85.5836,42.3604,14,3.04484883221092,"NLCD"
"15","Museum of American Bird Art","MA",-71.139992349488,42.163219926543,15,48.0865701590942,"NLCD"
"16","Piedmont Wildlife Center","NC",-78.981910741099,35.917063489124,16,29.6582849774339,"NLCD"
"17","Walker Nature Center","VA",-77.341531666344,38.925767408682,17,24.9749319581722,"NLCD"
"18","Mass Audubon's Broadmoor Wildlife Sanctuary","MA",-71.338917016983,42.256699363244,18,12.8618515333907,"NLCD"
"19","Mass Audubon's Boston Nature Center","MA",-71.099689938102,42.286004028739,19,72.6582097040063,"NLCD"
"20","Currituck Banks Reserve","NC",-75.830780073317,36.38958959672,20,9.47059244931585,"NLCD"
"21","Sault College","ON",-84.30692999308,46.534499045766,21,0,"Canada"
"22","The Children's Museum","CT",-72.737066745758,41.76199706042,22,69.2985598624346,"NLCD"
"23","Wellesley College","MA",-71.305676469268,42.295625231048,23,37.4498567335244,"NLCD"
"24","Cradle Heritage Site","NC",-82.77839483345,35.349746326531,24,0.222142601218201,"NLCD"
"25","Jordan Lake SRA","NC",-79.010815647513,35.730187663663,26,6.59261913292727,"NLCD"
"26","Acadia NP - Sundew","ME",-68.0657,44.3393,27,1.50322118826056,"NLCD"
"27","BBS 88-921-12","VA",-78.3505,38.6157,28,0.236542183356032,"NLCD"
"28","BBS 63-911-08","NC",-83.5848,35.2041,29,0.0143245953301819,"NLCD"
"29","BBS 63-910-28","NC",-83.1746,35.0357,30,0.128949065119278,"NLCD"
"30","BBS 27-041-32","GA",-83.465,34.972,31,0.0429984233911423,"NLCD"
"31","BBS 27-041-11","GA",-83.4784,34.9052,32,1.65579528349222,"NLCD"
"32","BBS 63-911-38","NC",-83.6398,35.1564,33,0.0716383695107099,"NLCD"
"33","BBS 63-910-06","NC",-83.2122,35.0275,34,0.773860705073087,"NLCD"
"34","BBS 88-920-36","VA",-81.5224,36.7176,35,0,"NLCD"
"35","BBS 82-042-40","TN",-82.0653,36.1736,36,1.48323301805675,"NLCD"
"36","BBS 82-042-06","TN",-82.0659,36.288,37,0,"NLCD"
"37","BBS 88-920-25","VA",-81.5506,36.6846,38,0,"NLCD"
"38","BBS 63-031-05","NC",-81.8589,36.0494,39,0.50179211469534,"NLCD"
"39","BBS 63-031-17","NC",-81.8108,36.0909,40,0.322372662798195,"NLCD"
"40","BBS 82-903-44","TN",-83.1914,35.623,41,0,"NLCD"
"41","BBS 82-903-39","TN",-83.174,35.628,42,0,"NLCD"
"42","BBS 63-906-44","NC",-82.9594,35.7753,43,0,"NLCD"
"43","BBS 63-906-15","NC",-83.0743,35.7216,44,0.0286615075952995,"NLCD"
"44","BBS 88-902-36","VA",-79.6178,37.517,45,0.351153791027662,"NLCD"
"45","BBS 88-905-17","VA",-80.2033,37.5304,46,0.358268844941244,"NLCD"
"46","BBS 88-900-09","VA",-79.2707,37.7387,47,0.243605359317905,"NLCD"
"47","BBS 88-902-23","VA",-79.5683,37.5402,48,0,"NLCD"
"48","BBS 88-923-05","VA",-78.1976,38.8946,49,11.101561380891,"NLCD"
"49","BBS 88-923-46","VA",-78.2981,38.7536,50,0.265118945256521,"NLCD"
"50","BBS 88-907-45","VA",-78.6244,38.2907,51,0.0358294518093873,"NLCD"
"51","BBS 88-907-21","VA",-78.5134,38.3889,52,0.00716435019343746,"NLCD"
