"scientificName","nativeStatus","plantOrigin"
"Quercus X guadalupensis","L48(N)","native"
"Quercus X harbisonii","L48(N)","native"
"Quercus X hastingsii","L48(N)","native"
"Quercus X hawkinsiae","L48(N)CAN(N)","native"
"Quercus X heterophylla","L48(N)","native"
"Quercus X howellii","L48(N)","native"
"Quercus X humidicola","L48(N)","native"
"Quercus X incomita","L48(N)","native"
"Quercus X inconstans","L48(N)","native"
"Quercus X introgressa","L48(N)","native"
"Quercus X jackiana","L48(N)CAN(N)","native"
"Quercus X jolonensis","L48(N)","native"
"Quercus X joorii","L48(N)","native"
"Quercus X leana","L48(N)","native"
"Quercus X ludoviciana","L48(N)","native"
"Quercus X macdonaldii","L48(N)","native"
"Quercus X macnabiana","L48(N)","native"
"Quercus X megaleia","L48(N)","native"
"Quercus X mellichampii","L48(N)","native"
"Quercus X moreha","L48(N)","native"
"Quercus X moultonensis","L48(N)","native"
"Quercus X munzii","L48(N)","native"
"Quercus X mutabilis","L48(N)","native"
"Quercus X neopalmeri","L48(N)","native"
"Quercus X neotharpii","L48(N)","native"
"Quercus X nessiana","L48(N)","native"
"Quercus X organensis","L48(N)","native"
"Quercus X oviedoensis","L48(N)","native"
"Quercus X palaeolithicola","L48(N)CAN(N)","native"
"Quercus X palmeriana","L48(N)","native"
"Quercus X pauciloba","L48(N)","native"
"Quercus X podophylla","L48(N)","native"
"Quercus X pseudomargaretta","L48(N)","native"
"Quercus X rehderi","L48(N)","native"
"Quercus X riparia","L48(N)","native"
"Quercus X robbinsii","L48(N)","native"
"Quercus X rolfsii","L48(N)","native"
"Quercus X rudkinii","L48(N)","native"
"Quercus X runcinata","L48(N)","native"
"Quercus X sargentii","L48(N)","native"
"Quercus X saulii","L48(N)","native"
"Quercus X schochiana","L48(N)","native"
"Quercus X schuettei","L48(N)CAN(N)","native"
"Quercus X smallii","L48(N)","native"
"Quercus X stelloides","L48(N)","native"
"Quercus X sterilis","L48(N)","native"
"Quercus X sterretii","L48(N)","native"
"Quercus X subconvexa","L48(N)","native"
"Quercus X subfalcata","L48(N)","native"
"Quercus X subintegra","L48(N)","native"
"Quercus X substellata","L48(N)","native"
"Quercus X tharpii","L48(N)","native"
"Quercus X tottenii","L48(N)","native"
"Quercus X townei","L48(N)","native"
"Quercus X tridentata","L48(N)","native"
"Quercus X vaga","L48(N)","native"
"Quercus X venulosa","L48(N)","native"
"Quercus X wagneri","L48(N)","native"
"Quercus X walteriana","L48(N)","native"
"Quercus X willdenowiana","L48(N)","native"
"Quercus acerifolia","L48(N)","native"
"Quercus acutissima","L48(I)","alien"
"Quercus agrifolia","L48(N)","native"
"Quercus agrifolia var. agrifolia","L48(N)","native"
"Quercus agrifolia var. oxyadenia","L48(N)","native"
"Quercus ajoensis","L48(N)","native"
"Quercus alba","L48(N)CAN(N)","native"
"Quercus alba X virginiana",NA,NA
"Quercus arizonica","L48(N)","native"
"Quercus arkansana","L48(N)","native"
"Quercus austrina","L48(N)","native"
"Quercus berberidifolia","L48(N)","native"
"Quercus bicolor","L48(N)CAN(N)","native"
"Quercus boyntonii","L48(N)","native"
"Quercus brantii",NA,NA
"Quercus buckleyi","L48(N)","native"
"Quercus carmenensis","L48(N)","native"
"Quercus cedrosensis","L48(N)","native"
"Quercus cerris","L48(I)","alien"
"Quercus chapmanii","L48(N)","native"
"Quercus chenii",NA,NA
"Quercus chihuahuensis","L48(N)","native"
"Quercus chrysolepis","L48(N)","native"
"Quercus chrysolepis var. chrysolepis","L48(N)","native"
"Quercus chrysolepis var. nana","L48(N)","native"
"Quercus coccinea","L48(N)","native"
"Quercus coccinea var. coccinea","L48(N)","native"
"Quercus coccinea var. tuberculata","L48(N)","native"
"Quercus cornelius-mulleri","L48(N)","native"
"Quercus dentata",NA,NA
"Quercus depressipes","L48(N)","native"
"Quercus douglasii","L48(N)","native"
"Quercus dumosa","L48(N)","native"
"Quercus dumosa var. dumosa","L48(N)","native"
"Quercus dumosa var. elegantula","L48(N)","native"
"Quercus durata","L48(N)","native"
"Quercus durata var. durata","L48(N)","native"
"Quercus durata var. gabrielensis","L48(N)","native"
"Quercus ellipsoidalis","L48(N)CAN(N)","native"
"Quercus emoryi","L48(N)","native"
"Quercus engelmannii","L48(N)","native"
"Quercus falcata","L48(N)","native"
"Quercus frainetto",NA,NA
"Quercus fusiformis","L48(N)","native"
"Quercus gambelii","L48(N)","native"
"Quercus gambelii var. bonina","L48(N)","native"
"Quercus gambelii var. gambelii","L48(N)","native"
"Quercus garryana","L48(N)CAN(N)","native"
"Quercus garryana var. fruticosa","L48(N)","native"
"Quercus garryana var. garryana","L48(N)CAN(N)","native"
"Quercus garryana var. semota","L48(N)","native"
"Quercus geminata","L48(N)","native"
"Quercus georgiana","L48(N)","native"
"Quercus glauca",NA,"alien"
"Quercus graciliformis","L48(N)","native"
"Quercus gravesii","L48(N)","native"
"Quercus grisea","L48(N)","native"
"Quercus havardii","L48(N)","native"
"Quercus havardii var. havardii","L48(N)","native"
"Quercus havardii var. tuckeri","L48(N)","native"
"Quercus hemisphaerica","L48(N)","native"
"Quercus hemisphaerica var. hemisphaerica","L48(N)","native"
"Quercus hemisphaerica var. maritima","L48(N)","native"
"Quercus hinckleyi","L48(N)","native"
"Quercus hypoleucoides","L48(N)","native"
"Quercus ilex","L48(I)","alien"
"Quercus ilicifolia","L48(N)CAN(N)","native"
"Quercus imbricaria","L48(N)","native"
"Quercus incana","L48(N)","native"
"Quercus infectoria",NA,NA
"Quercus inopina","L48(N)","native"
"Quercus intricata","L48(N)","native"
"Quercus john-tuckeri","L48(N)","native"
"Quercus kelloggii","L48(N)","native"
"Quercus laceyi","L48(N)","native"
"Quercus laevis","L48(N)","native"
"Quercus laurifolia","L48(N)","native"
"Quercus lobata","L48(N)","native"
"Quercus lyrata","L48(N)","native"
"Quercus macrocarpa","L48(N)CAN(N)","native"
"Quercus macrocarpa var. depressa","L48(N)CAN(N)","native"
"Quercus macrocarpa var. macrocarpa","L48(N)CAN(N)","native"
"Quercus macrolepis",NA,NA
"Quercus margaretta","L48(N)","native"
"Quercus marilandica","L48(N)","native"
"Quercus marilandica var. ashei","L48(N)","native"
"Quercus marilandica var. marilandica","L48(N)","native"
"Quercus michauxii","L48(N)","native"
"Quercus minima","L48(N)","native"
"Quercus mohriana","L48(N)","native"
"Quercus mongolica",NA,NA
"Quercus montana","L48(N)","native"
"Quercus muehlenbergii","L48(N)CAN(N)","native"
"Quercus myrtifolia","L48(N)","native"
"Quercus nigra","L48(N)","native"
"Quercus oblongifolia","L48(N)","native"
"Quercus oglethorpensis","L48(N)","native"
"Quercus pacifica","L48(N)","native"
"Quercus pagoda","L48(N)","native"
"Quercus palmeri","L48(N)","native"
"Quercus palustris","L48(N)CAN(N)","native"
"Quercus parvula","L48(N)","native"
"Quercus parvula var. parvula","L48(N)","native"
"Quercus parvula var. shrevei","L48(N)","native"
"Quercus parvula var. tamalpaisensis","L48(N)","native"
"Quercus petraea",NA,NA
"Quercus phellos","L48(N)","native"
"Quercus polymorpha","L48(N)","native"
"Quercus prinoides","L48(N)CAN(N)","native"
"Quercus pumila","L48(N)","native"
"Quercus pungens","L48(N)","native"
"Quercus robur","L48(I)CAN(I)","alien"
"Quercus robusta","L48(N)","native"
"Quercus rubra","L48(N)CAN(N)","native"
"Quercus rubra var. ambigua","L48(N)CAN(N)","native"
"Quercus rubra var. rubra","L48(N)CAN(N)","native"
"Quercus rugosa","L48(N)","native"
"Quercus sadleriana","L48(N)","native"
"Quercus serrata",NA,NA
"Quercus shumardii","L48(N)CAN(N)","native"
"Quercus shumardii var. schneckii","L48(N)CAN(N)","native"
"Quercus shumardii var. shumardii","L48(N)CAN(N)","native"
"Quercus shumardii var. stenocarpa","L48(N)","native"
"Quercus similis","L48(N)","native"
"Quercus sinuata","L48(N)","native"
"Quercus sinuata var. breviloba","L48(N)","native"
"Quercus sinuata var. sinuata","L48(N)","native"
"Quercus stellata","L48(N)","native"
"Quercus suber","L48(I)HI(I)","alien"
"Quercus tardifolia","L48(N)","native"
"Quercus texana","L48(N)","native"
"Quercus tomentella","L48(N)","native"
"Quercus toumeyi","L48(N)","native"
"Quercus turbinella","L48(N)","native"
"Quercus vacciniifolia","L48(N)","native"
"Quercus variabilis",NA,NA
"Quercus vaseyana","L48(N)","native"
"Quercus velutina","L48(N)CAN(N)","native"
"Quercus viminea","L48(N)","native"
"Quercus virginiana","L48(N)","native"
"Quercus wislizeni","L48(N)","native"
"Quercus wislizeni var. frutescens","L48(N)","native"
"Quercus wislizeni var. wislizeni","L48(N)","native"
"Quillaja",NA,NA
"Quillaja saponaria",NA,NA
"Quincula","L48(N)","native"
"Quincula lobata","L48(N)","native"
"Quisqualis","L48(I)","alien"
"Quisqualis indica","L48(I)PR(I)VI(I)","alien"
"Quisqualis mussaendiflora",NA,NA
"Rachicallis",NA,NA
"Rachicallis americana",NA,NA
"Racodium","NA(N)","native"
"Racodium rupestre","NA(N)","native"
"Racomitrium","NA(N)","native"
"Racomitrium aciculare","NA(N)","native"
"Racomitrium affine","NA(N)","native"
"Racomitrium aquaticum","NA(N)","native"
"Racomitrium brevipes","NA(N)","native"
"Racomitrium brevisetum","NA(N)","native"
"Racomitrium canescens","NA(N)","native"
"Racomitrium canescens var. canescens","NA(N)","native"
"Racomitrium canescens var. latifolium","NA(N)","native"
"Racomitrium depressum","NA(N)","native"
"Racomitrium elongatum","NA(N)","native"
"Racomitrium ericoides","NA(N)","native"
"Racomitrium fasciculare","NA(N)","native"
"Racomitrium heterostichum","NA(N)","native"
"Racomitrium lanuginosum","NA(N)","native"
"Racomitrium lawtonae","NA(N)","native"
"Racomitrium macounii","NA(N)","native"
"Racomitrium microcarpon","NA(N)","native"
"Racomitrium muticum","NA(N)","native"
"Racomitrium obesum","NA(N)","native"
"Racomitrium occidentale","NA(N)","native"
"Racomitrium pacificum","NA(N)","native"
"Racomitrium panschii","NA(N)","native"
"Racomitrium pygmaeum","NA(N)","native"
"Racomitrium sudeticum","NA(N)","native"
"Racomitrium varium","NA(N)","native"
"Racomitrium venustum","NA(N)","native"
"Racopilum","NA(N)","native"
"Racopilum tomentosum","NA(N)","native"
"Radermachera","L48(I)","alien"
"Radermachera sinica","L48(I)","alien"
"Radiola","L48(I)CAN(I)","alien"
"Radiola linoides","L48(I)CAN(I)","alien"
"Radula","NA(N)","native"
"Radula auriculata","NA(N)","native"
"Radula australis","NA(N)","native"
"Radula bolanderi","NA(N)","native"
"Radula brunnea","NA(N)","native"
"Radula complanata","NA(N)","native"
"Radula complanata ssp. complanata","NA(N)","native"
"Radula complanata ssp. lindenbergiana","NA(N)","native"
"Radula flaccida","NA(N)","native"
"Radula floridana","NA(N)","native"
"Radula mollis","NA(N)","native"
"Radula obconica","NA(N)","native"
"Radula obtusiloba","NA(N)","native"
"Radula obtusiloba ssp. polyclada","NA(N)","native"
"Radula prolifera","NA(N)","native"
"Radula sullivantii","NA(N)","native"
"Radula tenax","NA(N)","native"
"Radula voluta","NA(N)","native"
"Rafinesquia","L48(N)","native"
"Rafinesquia californica","L48(N)","native"
"Rafinesquia neomexicana","L48(N)","native"
"Raillardella","L48(N)","native"
"Raillardella argentea","L48(N)","native"
"Raillardella pringlei","L48(N)","native"
"Raillardella scaposa","L48(N)","native"
"Rainiera","L48(N)","native"
"Rainiera stricta","L48(N)","native"
"Rajania",NA,NA
"Rajania cordata","PR(N)VI(N)",NA
"Ramalina","NA(N)","native"
"Ramalina ahtii","NA(N)","native"
"Ramalina almquistii","NA(N)","native"
"Ramalina americana","NA(N)","native"
"Ramalina baltica","NA(N)","native"
"Ramalina bistorta","NA(N)","native"
"Ramalina calicaris","NA(N)","native"
"Ramalina canariensis","NA(N)","native"
"Ramalina celastri","NA(N)","native"
"Ramalina cochlearis","NA(N)","native"
"Ramalina complanata","NA(N)","native"
"Ramalina dasypoga","NA(N)","native"
"Ramalina dendriscoides","NA(N)","native"
"Ramalina denticulata","NA(N)","native"
"Ramalina dilacerata","NA(N)","native"
"Ramalina evernioides","NA(N)","native"
"Ramalina farinacea","NA(N)","native"
"Ramalina fastigiata","NA(N)","native"
"Ramalina fraxinea","NA(N)","native"
"Ramalina geniculata","NA(N)","native"
"Ramalina hypoprotocetrarica","NA(N)","native"
"Ramalina inflata","NA(N)","native"
"Ramalina inflata ssp. inflata","NA(N)","native"
"Ramalina intermedia","NA(N)","native"
"Ramalina lacera","NA(N)","native"
"Ramalina leptocarpha","NA(N)","native"
"Ramalina linearis","NA(N)","native"
"Ramalina menziesii","NA(N)","native"
"Ramalina montagnei","NA(N)","native"
"Ramalina obtusata","NA(N)","native"
"Ramalina paludosa","NA(N)","native"
"Ramalina peruviana","NA(N)","native"
"Ramalina petrina","NA(N)","native"
"Ramalina pollinaria","NA(N)","native"
"Ramalina polymorpha","NA(N)","native"
"Ramalina puberulenta","NA(N)","native"
"Ramalina reagens","NA(N)","native"
"Ramalina rigida","NA(N)","native"
"Ramalina roesleri","NA(N)","native"
"Ramalina scoparia","NA(N)","native"
"Ramalina sinensis","NA(N)","native"
"Ramalina sorediantha","NA(N)","native"
"Ramalina stenospora","NA(N)","native"
"Ramalina subamplicata","NA(N)","native"
"Ramalina subleptocarpha","NA(N)","native"
"Ramalina subpellucida","NA(N)","native"
"Ramalina tenuis","NA(N)","native"
"Ramalina thrausta","NA(N)","native"
"Ramalina unifolia","NA(N)","native"
"Ramalina usnea","NA(N)","native"
"Ramalina willeyi","NA(N)","native"
"Ramonia","NA(N)","native"
"Ramonia ablephora","NA(N)","native"
"Ramonia absconsa","NA(N)","native"
"Ramonia malmei","NA(N)","native"
"Ramonia microspora","NA(N)","native"
"Ramonia rappii","NA(N)","native"
"Ramonia valenzueliana","NA(N)","native"
"Randia","L48(N)","native"
"Randia aculeata","L48(N)PR(N)VI(N)","native"
"Randia formosa","PR(I)VI(I)",NA
"Randia parvifolia","PR(N)",NA
"Randia portoricensis","PR(N)",NA
"Randia rhagocarpa","L48(N)","native"
"Ranunculus","L48(I,N)CAN(I,N)SPM(I,N)","native"
"Ranunculus X spitzbergensis","CAN(N)NA(N)","native"
"Ranunculus abortivus","L48(N)AK(N)CAN(N)SPM(N)","native"
"Ranunculus aconitifolius",NA,NA
"Ranunculus acriformis","L48(N)","native"
"Ranunculus acriformis var. acriformis","L48(N)","native"
"Ranunculus acriformis var. montanensis","L48(N)","native"
"Ranunculus acris","L48(I,N)AK(I)CAN(I)GL(N?)SPM(I)","native"
"Ranunculus acris ssp. friesianus",NA,NA
"Ranunculus acris var. acris","L48(I)AK(I)CAN(I)GL(N?)SPM(I)","alien"
"Ranunculus acris var. frigidus","AK(I)",NA
"Ranunculus adoneus","L48(N)","native"
"Ranunculus adoneus var. adoneus","L48(N)","native"
"Ranunculus adoneus var. alpinus","L48(N)","native"
"Ranunculus aestivalis","L48(N)","native"
"Ranunculus alismifolius","L48(N)CAN(N)","native"
"Ranunculus alismifolius var. alismellus","L48(N)","native"
"Ranunculus alismifolius var. alismifolius","L48(N)CAN(N)","native"
"Ranunculus alismifolius var. davisii","L48(N)","native"
"Ranunculus alismifolius var. montanus","L48(N)","native"
"Ranunculus allegheniensis","L48(N)","native"
"Ranunculus allenii","CAN(N)NA(N)","native"
"Ranunculus ambigens","L48(N)","native"
"Ranunculus andersonii","L48(N)","native"
"Ranunculus andersonii var. andersonii","L48(N)","native"
"Ranunculus andersonii var. tenellus","L48(N)","native"
"Ranunculus aquatilis","L48(N)AK(N)CAN(N)","native"
"Ranunculus arizonicus","L48(N)","native"
"Ranunculus arvensis","L48(I)","alien"
"Ranunculus auricomus","AK(N)GL(N)",NA
"Ranunculus austrooreganus","L48(N)","native"
"Ranunculus bonariensis","L48(N)","native"
"Ranunculus bonariensis var. trisepalus","L48(N)","native"
"Ranunculus bulbosus","L48(I)CAN(I)","alien"
"Ranunculus californicus","L48(N)CAN(N)","native"
"Ranunculus canus","L48(N)","native"
"Ranunculus cardiophyllus","L48(N)CAN(N)","native"
"Ranunculus coloradensis","L48(N)","native"
"Ranunculus cordiger",NA,NA
"Ranunculus cortusifolius","L48(I)","alien"
"Ranunculus cymbalaria","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Ranunculus eastwoodianus","AK(N)",NA
"Ranunculus eschscholtzii","L48(N)AK(N)CAN(N)","native"
"Ranunculus eschscholtzii var. eschscholtzii","L48(N)AK(N)CAN(N)","native"
"Ranunculus eschscholtzii var. oxynotus","L48(N)","native"
"Ranunculus eschscholtzii var. trisectus","L48(N)","native"
"Ranunculus eximius","L48(N)CAN(N)","native"
"Ranunculus fascicularis","L48(N)CAN(N)","native"
"Ranunculus ficaria","L48(I)CAN(I)","alien"
"Ranunculus ficaria var. bulbifera","L48(I)","alien"
"Ranunculus flabellaris","L48(N)CAN(N)","native"
"Ranunculus flammula","L48(N)AK(N)CAN(N)GL(N)SPM(NI)","native"
"Ranunculus flammula var. filiformis","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Ranunculus flammula var. flammula","L48(N)AK(N)CAN(N)SPM(I)","native"
"Ranunculus glaberrimus","L48(N)CAN(N)","native"
"Ranunculus glaberrimus var. ellipticus","L48(N)CAN(N)","native"
"Ranunculus glaberrimus var. glaberrimus","L48(N)CAN(N)","native"
"Ranunculus glacialis","AK(N)GL(N)",NA
"Ranunculus glacialis ssp. alaskensis","AK(N)",NA
"Ranunculus glacialis ssp. chamissonis","AK(N)",NA
"Ranunculus glacialis ssp. glacialis","GL(N)",NA
"Ranunculus gmelinii","L48(N)AK(N)CAN(N)","native"
"Ranunculus gormanii","L48(N)","native"
"Ranunculus gramineus",NA,NA
"Ranunculus harveyi","L48(N)","native"
"Ranunculus harveyi var. australis",NA,NA
"Ranunculus hawaiensis","HI(N)",NA
"Ranunculus hebecarpus","L48(N)","native"
"Ranunculus hederaceus","L48(N)CAN(I)","native"
"Ranunculus hispidus","L48(N)CAN(N)","native"
"Ranunculus hispidus var. caricetorum","L48(N)CAN(N)","native"
"Ranunculus hispidus var. hispidus","L48(N)CAN(N)","native"
"Ranunculus hispidus var. nitidus","L48(N)CAN(N)","native"
"Ranunculus hydrocharoides","L48(N)","native"
"Ranunculus hydrocharoides var. hydrocharoides","L48(N)","native"
"Ranunculus hydrocharoides var. natans",NA,NA
"Ranunculus hydrocharoides var. stolonifer","L48(N)","native"
"Ranunculus hyperboreus","L48(N)AK(N)CAN(N)GL(N)","native"
"Ranunculus inamoenus","L48(N)CAN(N)","native"
"Ranunculus inamoenus var. alpeophilus","L48(N)","native"
"Ranunculus inamoenus var. inamoenus","L48(N)CAN(N)","native"
"Ranunculus inamoenus var. subaffinis","L48(N)","native"
"Ranunculus jovis","L48(N)","native"
"Ranunculus kamchaticus","AK(N)",NA
"Ranunculus karelinii","L48(N)AK(N)CAN(N)","native"
"Ranunculus lappaceus",NA,NA
"Ranunculus lapponicus","L48(N)AK(N)CAN(N)GL(N)","native"
"Ranunculus laxicaulis","L48(N)","native"
"Ranunculus lobbii","L48(N)CAN(N)","native"
"Ranunculus longirostris","L48(N)CAN(N)GL(N)","native"
"Ranunculus macauleyi","L48(N)","native"
"Ranunculus macauleyi var. brandegeei","L48(N)","native"
"Ranunculus macauleyi var. macauleyi","L48(N)","native"
"Ranunculus macounii","L48(N)AK(N)CAN(N)","native"
"Ranunculus macranthus","L48(N)","native"
"Ranunculus marginatus","L48(I)","alien"
"Ranunculus marginatus var. marginatus",NA,NA
"Ranunculus marginatus var. trachycarpus","L48(I)","alien"
"Ranunculus mauiensis","HI(N)",NA
"Ranunculus micranthus","L48(N)","native"
"Ranunculus muricatus","L48(I)HI(I)","alien"
"Ranunculus natans",NA,NA
"Ranunculus nivalis","AK(N)CAN(N)GL(N)NA(N)","native"
"Ranunculus occidentalis","L48(N)AK(N)CAN(N)","native"
"Ranunculus occidentalis var. brevistylis","AK(N)CAN(N)NA(N)","native"
"Ranunculus occidentalis var. hexasepalus","CAN(N)NA(N)","native"
"Ranunculus occidentalis var. nelsonii","AK(N)",NA
"Ranunculus occidentalis var. occidentalis","L48(N)CAN(N)","native"
"Ranunculus oreogenes","L48(N)","native"
"Ranunculus oresterus","L48(N)","native"
"Ranunculus orthorhynchus","L48(N)AK(N)CAN(N)","native"
"Ranunculus orthorhynchus var. bloomeri","L48(N)","native"
"Ranunculus orthorhynchus var. orthorhynchus","L48(N)AK(N)CAN(N)","native"
"Ranunculus pacificus","AK(N)",NA
"Ranunculus pallasii","AK(N)CAN(N)NA(N)","native"
"Ranunculus parviflorus","L48(I)HI(I)CAN(I)","alien"
"Ranunculus pedatifidus","L48(N)AK(N)CAN(N)GL(N)","native"
"Ranunculus pedatifidus var. affinis","L48(N)AK(N)CAN(N)GL(N)","native"
"Ranunculus pedatifidus var. pedatifidus",NA,NA
"Ranunculus pensylvanicus","L48(N)AK(N)CAN(N)","native"
"Ranunculus petiolaris","L48(N)","native"
"Ranunculus petiolaris var. arsenei","L48(N)","native"
"Ranunculus platensis","L48(I)","alien"
"Ranunculus plebeius","HI(I)",NA
"Ranunculus populago","L48(N)","native"
"Ranunculus pusillus","L48(N)","native"
"Ranunculus pusillus var. angustifolius","L48(N)","native"
"Ranunculus pusillus var. pusillus","L48(N)","native"
"Ranunculus pygmaeus","L48(N)AK(N)CAN(N)GL(N)","native"
"Ranunculus pygmaeus var. pygmaeus","L48(N)AK(N)CAN(N)GL(N)","native"
"Ranunculus ranunculinus","L48(N)","native"
"Ranunculus recurvatus","L48(N)PR(N)CAN(N)","native"
"Ranunculus recurvatus var. recurvatus","L48(N)CAN(N)","native"
"Ranunculus recurvatus var. tropicus","PR(N)",NA
"Ranunculus repens","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)","alien"
"Ranunculus rhomboideus","L48(N)CAN(N)","native"
