"","Name","Region","Longitude","Latitude","ID","urban_percent","source"
"66","Wild Spirit Education","NY",-78.435118901427,42.499709404604,67,0.373455903476013,"NLCD"
"67","RVCC","ON",-79.170878351185,43.81900252918,68,16.8719564594672,"Canada"
"68","Beare Swamp in Rouge Park","ON",-79.154017733419,43.825999432243,69,33.0467182573803,"Canada"
"69","Acadia NP - Alder","ME",-68.0528,44.3424,70,5.13335245196444,"NLCD"
"70","Azalea Repository (TNCA)","NC",-82.604872412239,35.494777512753,71,4.21082784302492,"NLCD"
"71","Stream Garden (TNCA)","NC",-82.608557106741,35.49769849481,72,6.72966781214204,"NLCD"
"72","Plants of Promise Garden (TNCA)","NC",-82.608926665321,35.496032261155,73,4.79196556671449,"NLCD"
"73","Red Top Mountain State Park","GA",-84.703345298767,34.153579319926,74,1.40401146131805,"NLCD"
"74","Columbus Botanical Garden","GA",-84.938069259433,32.533984721365,75,70.908569790771,"NLCD"
"75","Zoo Knoxville","TN",-83.888841569424,35.997103468522,76,79.328165374677,"NLCD"
"76","Seven Islands State Birding Park","TN",-83.689454197884,35.947412755256,77,1.72215843857635,"NLCD"
"77","Discovery Center at Murfree Spring","TN",-86.387142745541,35.83823893534,78,86.2217129762246,"NLCD"
"78","Litzsinger Road Ecology Center Woodland Site B","MO",-90.370217536849,38.620014528971,79,38.9699570815451,"NLCD"
"79","Coweeta - BS","NC",-83.458333,35.025,80,0,"NLCD"
"80","Coweeta - RK","NC",-83.291667,35.075,81,0,"NLCD"
"81","Coweeta - BB","NC",-83.475,35.041667,82,0,"NLCD"
"82","Backyard","MO",-90.370020348763,38.620284726181,83,38.6800573888092,"NLCD"
"83","Forest Meadow (TNCA)","NC",-82.607685261996,35.498639751224,84,8.07560137457045,"NLCD"
"84","Marin Municipal Water District","CA",-122.60038375854,37.961387971888,85,0.803443328550933,"NLCD"
"85","Caledon State Park","VA",-77.135448978811,38.337043666036,86,0.344036697247706,"NLCD"
"86","Fernbank Forest","GA",-84.321870803833,33.77615094252,87,19.5303550973654,"NLCD"
"87","Forest Park Camden NY","NY",-75.738949553411,43.331620146359,88,28.5673270169394,"NLCD"
"88","Litzsinger Road Ecology Center Woodland Site A","MO",-90.376199371614,38.624382910368,89,21.3650702609693,"NLCD"
"89","Oregon Ridge Nature Center","MD",-76.690374462042,39.488104581379,90,1.54727793696275,"NLCD"
"90","Scott's Run Nature Preserve","VA",-77.196108988279,38.960295138556,91,14.9369266055046,"NLCD"
"91","Lakeside Lab","IA",-95.184804093676,43.380076993568,92,9.52654232424677,"NLCD"
"92","Riverbend Park","VA",-77.246021979731,39.018431674248,93,0.401836969001148,"NLCD"
"93","Riverbanks","SC",-81.07626914978,34.008771519018,94,61.4589316484779,"NLCD"
"94","University of Pittsburgh","PA",-79.953028498109,40.446057779979,95,93.0146006298311,"NLCD"
"95","EwA at Habitat","MA",-71.185823360856,42.403868405641,96,33.7639965546942,"NLCD"
"96","Appalachian State University","NC",-81.679212382674,36.214018901185,97,56.5329512893983,"NLCD"
"97","EwA at the Fells","MA",-71.123832,42.455492,98,34.697967363298,"NLCD"
"98","Merrimac Farms, Nokesville, VA","VA",-77.536615166805,38.624745668198,99,5.54438379775926,"NLCD"
"99","Schuylkill Center","PA",-75.249220500715,40.054953538319,100,14.8679678530425,"NLCD"
"100","Crossways Survey","PA",-75.267440828078,40.174246114537,101,28.4445717559439,"NLCD"
"101","EwA at Fresh Pond","MA",-71.145097454995,42.387327000031,102,62.1629374641423,"NLCD"
"102","Potter Park Zoo","MI",-84.527592028662,42.717998528105,103,58.7932513583071,"NLCD"
"103","Camp Woods Survey","PA",-75.244872563774,40.156541404112,104,10.1287553648069,"NLCD"
"104","EwA at the Growing Center","MA",-71.098000215491,42.383419320081,105,99.8853211009174,"NLCD"
"105","Wye Marsh Wildlife Centre","ON",-79.839792251587,44.731297544032,106,15.1862464183381,"Canada"
"106","UNCW","NC",-77.87104292809,34.224260900282,107,77.710843373494,"NLCD"
"107","Big Branch","NC",-79.266683138604,35.926466845084,108,0.229621125143513,"NLCD"
"108","Virginia Zoo","VA",-76.277038704493,36.876408543431,109,78.4791965566714,"NLCD"
"109","Lake Elkhorn Trail","MD",-76.842907290214,39.182075845326,110,61.173104434907,"NLCD"
"110","Moyer Sports Complex, Salem VA.","VA",-80.111567768429,37.27216448062,111,22.6425910002866,"NLCD"
"111","Woodland Edge Ravine","OH",-83.091851288506,39.037932434365,112,2.87604256542997,"NLCD"
"112","Lillian Anderson Arboretum Fern Oak Site","MI",-85.702333734838,42.29328948726,113,12.3711340206186,"NLCD"
"113","Occoquan Forest","VA",-77.388896942139,38.724894002151,114,2.606702950444,"NLCD"
"114","Honeybee House","NC",-80.396172181195,36.008123652873,115,24.9068501003153,"NLCD"
"115","16 Old Paris Mtn","SC",-82.401393055916,34.87256146546,116,75.0715512306812,"NLCD"
"116","White Pond Yard","MA",-71.481088142469,42.428790088411,117,18.6926605504587,"NLCD"
"117","Inglewood area","SC",-82.345790863037,34.864489439311,118,74.0974212034384,"NLCD"
"118","Putnam Marsh Extension","OH",-82.631435394287,41.422327327778,119,10.390355912744,"NLCD"
"119","Liberty Fox Backyard","NC",-79.642771408705,35.873059816049,120,2.12034383954155,"NLCD"
"120","Becca's Beautiful Yard","OH",-81.432326881817,41.167379901509,121,69.9054170249355,"NLCD"
"121","Burgundy Center","WV",-78.528183473465,39.250134916384,122,0.0286779466590192,"NLCD"
"122","Somerville Street Trees","MA",-71.101489223272,42.390056165293,123,99.8566102667049,"NLCD"
"123","Brookbanks Park","ON",-79.329944638904,43.755259966615,124,84.0870062965083,"Canada"
"124","RBP TRAINING SITE","VA",-77.255809734689,39.018368117373,125,1.03092783505155,"NLCD"
"125","East Blake Lane Park","VA",-77.27537150797,38.873808332212,126,82.2164948453608,"NLCD"
"126","Botany Bay Heritage Preserve","SC",-80.252637863159,32.551660570681,127,0.0287026406429392,"NLCD"
"127","Chepiwanoxet","RI",-71.444385460233,41.673532935199,128,21.0872675250358,"NLCD"
"128","Gardens Park, Las Vegas, NV","NV",-115.32178085397,36.126744715677,129,94.8577994829072,"NLCD"
"129","Ridge Lodge 1","VA",-78.889152289338,38.443572970615,130,54.3135568930926,"NLCD"
"130","Kituwah MAPS Site","NC",-83.406061409917,35.434080230333,131,11.6805038648726,"NLCD"
"131","Cowee MAPS Site","NC",-83.418045385899,35.265779532502,132,0.544100801832761,"NLCD"
"132","Broyhill Park","VA",-77.204403877258,38.859794352237,133,56.5454024634775,"NLCD"
"133","EwA at Horn Pond","MA",-71.15774573479,42.461360478055,134,40.8830275229358,"NLCD"
"134","Merrimac Farm","VA",-77.53927230835,38.62478342251,135,3.46804241903124,"NLCD"
"135","Birmingham Zoo AL","AL",-86.781851566739,33.486258229047,136,70.5359701920321,"NLCD"
"136","Highlands Biological Station","NC",-83.18924508538,35.053885666174,137,20.561282932417,"NLCD"
"137","Lesser Slave Lake Bird Observatory","AB",-114.82427363141,55.425967653194,138,4.55979351878405,"Canada"
"138","Boreal Centre for Bird Conservation","AB",-114.80564810432,55.411626464896,139,3.89461626575029,"Canada"
"139","Squam Lakes Association","NH",-71.561647103122,43.725293770955,140,2.77936962750716,"NLCD"
"140","Harry and Jane P","VA",-78.548812866211,37.553015463706,141,5.13777267508611,"NLCD"
"141","BHRC Happy Hill","WI",-89.831000897954,43.397527460736,142,0,"NLCD"
"142","BHRC - Hemlock Draw","WI",-89.941807312655,43.359565312021,143,0.0860585197934595,"NLCD"
"143","BHRC - Pan Hollow","WI",-89.868121410593,43.375372558214,144,0.0858860578299456,"NLCD"
"144","Saginaw Children's Zoo","MI",-83.951921635782,43.412015388133,145,74.3413516609393,"NLCD"
"145","Belle Isle State Park, Lancaster, VA","VA",-76.596441492825,37.780129538579,146,1.49296583405111,"NLCD"
"146","ABQ BioPark Botanical Garden","NM",-106.68076623658,35.092948017813,147,60.0973932970496,"NLCD"
"147","Schumacher Farm Park","WI",-89.442358016968,43.192599444315,148,51.7043826983672,"NLCD"
"148","Robert C. McDonnell Campgrounds","MD",-77.151668245181,39.039898650325,149,36.8631940469376,"NLCD"
"149","Trinity College at the University of Toronto","ON",-79.396458838856,43.66336734472,150,100,"Canada"
"150","Riverbanks Zoo","SC",-81.080442667007,34.009456330358,151,57.6625608708107,"NLCD"
"151","Middle Mill","ON",-79.356059205218,43.69402883916,152,61.4130434782609,"Canada"
"152","Allen Acres Natural Area","LA",-93.048529543271,30.942917869585,153,1.71919770773639,"NLCD"
"153","Cajun Prairie Critters","LA",-92.012446011655,30.277113665363,154,62.7793696275072,"NLCD"
"154","BiodiversityWorks HQ","MA",-70.64191822065,41.450927806328,155,0.372492836676218,"NLCD"
"155","Long Branch Nature Center","VA",-77.121942728124,38.860713326869,156,69.5265423242468,"NLCD"
"156","Triangle Land Conservancy - Brumley Preserve South","NC",-79.051091947481,36.030123113233,157,0.315819695664657,"NLCD"
"157","Callawassie Island South Carolina","SC",-80.85572719574,32.325354465702,158,14.998566102667,"NLCD"
"158","Triangle Land Conservancy - Johnston Mill Nature Preserve","NC",-79.049186,35.990692,159,1.37575236457438,"NLCD"
"159","Gulf Branch Nature Center","VA",-77.120317934413,38.918998046342,160,38.3137367364497,"NLCD"
"160","Leesylvania State Park","VA",-77.258885193726,38.590030175984,161,6.84421534936999,"NLCD"
"161","Sedgwick County Zoo","KS",-97.410013290225,37.715647386638,162,43.8199024949814,"NLCD"
"162","Pickering Creek Audubon Center","MD",-76.114966396844,38.865271288922,163,0.401146131805158,"NLCD"
"163","Sunrise Prairie Trail North Branch MN","MN",-92.981156026671,45.489556884961,164,13.3734249713631,"NLCD"
"164","Eno River State Park","NC",-79.00719785217,36.076898750519,165,0.257879656160458,"NLCD"
"165","Duke Forest - Korstian Division","NC",-79.018872637019,35.982992170345,166,0.688270719816461,"NLCD"
"166","BHRC Misty Valley Uplands","WI",-89.838369239236,43.395977313394,167,0.0286532951289398,"NLCD"
"167","Baltimore Woods Nature Center","NY",-76.351831098883,42.974029182211,168,6.84421534936999,"NLCD"
"168","BHRC Natural Bridge Uplands","WI",-89.937131887229,43.348915814263,169,0.200228832951945,"NLCD"
"169","BHRC Hemlock Draw North","WI",-89.938391427717,43.368952409441,170,0,"NLCD"
"170","BHRC Green Forest","WI",-89.918081940435,43.383614216027,171,0.515168860904407,"NLCD"
"171","BHRC Pan Hollow Uplands","WI",-89.869713136436,43.37562290301,172,0.0860832137733142,"NLCD"
"172","BHRC Schara Road Woodland","WI",-89.920591163525,43.378063747409,173,0.200688073394495,"NLCD"
"173","BHRC Natural Bridge South","WI",-89.928724205292,43.338069295999,174,0.630011454753723,"NLCD"
"174","BHRC Pine Glen Uplands","WI",-89.750902463034,43.390064641467,175,0.601374570446735,"NLCD"
"175","Utah's Hogle Zoo","UT",-111.81662909208,40.750231503738,176,54.3322848155562,"NLCD"
"176","University of Michigan Biological Station","MI",-84.685363769531,45.568244876582,177,0,"NLCD"
"177","The Riverwood Conservancy","ON",-79.67503853741,43.564020493703,178,54.7905909351692,"Canada"
"178","Taghkanic","NY",-73.723155972078,42.133493695768,179,7.33104238258877,"NLCD"
"179","High Park","ON",-79.465448712105,43.650504539476,180,64.0034364261168,"Canada"
"180","Cherry Beach","ON",-79.339013173016,43.640573717988,181,42.6689576174112,"Canada"
"181","Grand Traverse Natural Education Reserve","MI",-85.624265784926,44.706977578742,182,23.9367816091954,"NLCD"
"182","Cambridge Miyawaki Forest (Danehy Park)","MA",-71.134771646183,42.388585911352,183,90.0947459086994,"NLCD"
"183","Leopold's Preserve","VA",-77.673554420471,38.816756338075,184,20.3496703926627,"NLCD"
"184","Ashbridges Bay Peninsula","ON",-79.308714866638,43.655546272004,185,21.0209349010611,"Canada"
"185","MCF-TOGO","MN",-93.241567611694,47.784067884009,187,1.66236744052737,"NLCD"
"186","The PoHo","VA",-77.576094935868,38.167717643258,188,2.52076768834145,"NLCD"
"187","NZ Ravine","DC",-77.05250143622,38.9288018361,189,64.3226176808266,"NLCD"
"188","Kipling Collegiate Institute","ON",-79.562861169836,43.689977426589,190,99.1384261918438,"Canada"
"189","Evans' Country Home","VA",-79.376880075513,37.231044173087,191,2.31958762886598,"NLCD"
"190","Philosopher's Walk","ON",-79.394957128312,43.665851640741,192,100,"Canada"
"191","NZ Oak Hill","DC",-77.05338702509,38.929375629885,193,62.6146788990826,"NLCD"
"192","NZ Science Building Enclosure","DC",-77.044359913773,38.927446492064,194,78.9865445176066,"NLCD"
"193","Grandfather Mountain","NC",-81.835645308896,36.090242719196,195,1.11683848797251,"NLCD"
"194","Long Branch Park","MD",-76.997138477295,38.990508511441,196,67.4885321100917,"NLCD"
"195","Bickford Park Caterpillars Count","ON",-79.418686334875,43.661034634178,197,100,"Canada"
"196","NZ Science Hill","DC",-77.05158032267,38.93288722366,198,52.9799426934097,"NLCD"
"197","NZ Hospital","DC",-77.05158032267,38.93288722366,199,52.9799426934097,"NLCD"
"198","REITBOBMD1","MD",-77.020509981072,38.994218883577,200,79.9311926605505,"NLCD"
"199","ZURLBECMD1","MD",-76.999632493852,38.995352129348,201,66.6857798165138,"NLCD"
"200","SILLSCOMD1","MD",-76.991662583813,38.98631864041,202,72.581108240023,"NLCD"
"201","TATEJUAMD1","MD",-76.56583850936,38.965301244769,203,38.4394721744119,"NLCD"
"202","BARBJERMD1","MD",-76.473283384131,39.109066414115,204,34.4797936371453,"NLCD"
"203","NZ Bird Observatory","DC",-77.051583379957,38.929607638058,205,63.6076856897046,"NLCD"
"204","BILLPAIDC1","DC",-77.013627538723,38.971652710156,206,82.7121559633028,"NLCD"
"205","FALVOCARDC1","DC",-77.014642476747,38.971514565311,207,83.6436551131481,"NLCD"
"206","STUECHRVA2","VA",-77.166048366806,38.917469540101,208,54.6861564918315,"NLCD"
"207","VERSBETVA2","VA",-76.597769841889,38.722722315974,209,10.0515463917526,"NLCD"
"208","Sears Lehmann, Jr. Wildlife Reserve","MO",-90.930966658658,38.469192372921,210,6.1049011177988,"NLCD"
"209","Woodley Park Street Trees","DC",-77.056118454568,38.93167535322,211,60.5557146949298,"NLCD"
"210","VONGJENMD1","MD",-77.131010088368,39.009794392109,212,55.1536032156187,"NLCD"
"211","Eastern Market Street Trees","DC",-77.003513194078,38.884240109859,213,98.6857142857143,"NLCD"
"212","RAUNERIMD2","MD",-76.885118717701,39.001410464952,214,63.3419317856119,"NLCD"
"213","FARYSIMMD1","MD",-76.973417450399,38.985565698388,215,74.9070100143062,"NLCD"
"214","Woodley Park Metro Area Street Trees","DC",-77.056122929653,38.931690110498,216,60.578299456055,"NLCD"
"215","TANGLAUDC1","DC",-76.99192427638,38.941162710183,217,85.8779719278144,"NLCD"
"216","Colonel Samuel Smith Park","ON",-79.512785626687,43.59130349239,218,37.3061458931648,"Canada"
"217","Laurel Hill Park Equestrian Center area","VA",-77.248596795003,38.702459474553,219,41.7884780739467,"NLCD"
"218","COLSKATMD1","MD",-76.86718945309,39.207731070346,220,63.6571428571429,"NLCD"
"219","LAFOMELVA1","VA",-77.107479585977,38.880359075947,221,92.2680412371134,"NLCD"
"220","CoSA - Corp Yard","CA",-117.89621253794,33.74373019495,222,98.9105504587156,"NLCD"
"221","DFHS","SC",-81.201247299036,34.154357240316,224,27.2623465600914,"NLCD"
"222","RAUNERIMD","MD",-76.885116527014,39.001381484558,225,63.3887614678899,"NLCD"
"223","Jamerson Rd","GA",-84.499651531722,34.07074992761,226,49.0976797479232,"NLCD"
"224","Beaver Lane","VA",-77.670989187262,38.219567998103,227,0.430786904078116,"NLCD"
"225","ASRI Parker Woodland","RI",-71.689371172376,41.723608649535,228,0.85812356979405,"NLCD"
"226","Over Easy Farm","VA",-77.367821380202,38.280165345691,229,2.23559759243336,"NLCD"
"227","Miller Park Zoo","IL",-89.00505065918,40.468628800418,230,78.1572904707233,"NLCD"
"228","Trafalgar Castle School Survey Site","ON",-78.93383590292,43.878063752034,231,87.8935317687464,"Canada"
"229","ASRI Fisherville Brook","RI",-71.578353931563,41.589962289117,232,0.544724770642202,"NLCD"
"230","ASRI Long Pond","RI",-71.764909163237,41.506806218059,233,0.114481969089868,"NLCD"
"231","Sewee Visitor and Environmental Education Center","SC",-79.668314879182,32.984620033272,234,2.06540447504303,"NLCD"
"232","ASRI Maxwell Mays","RI",-71.694214718274,41.670633721806,235,4.58584121524792,"NLCD"
"233","ASRI Davis Memorial","RI",-71.484181950928,41.622415847066,236,43.9311334289813,"NLCD"
"234","ASRI Touisset Marsh","RI",-71.238586731937,41.705310426284,237,15.0143266475645,"NLCD"
"235","GSSC","NY",-73.057283667188,40.746496127307,238,58.0349470065884,"NLCD"
"236","ASRI Claire McIntosh","RI",-71.283939451153,41.709861661944,239,42.0177701347091,"NLCD"
"237","ASRI Fort","RI",-71.553502491472,41.960737497558,240,12.4856815578465,"NLCD"
"238","ASRI Powder Mill","RI",-71.530477833364,41.868029110085,241,37.435603892387,"NLCD"
"239","ASRI Emilie Ruecker","RI",-71.200255943096,41.592814423621,242,8.06775768016078,"NLCD"
"240","ASRI Caratunk","MA",-71.321470614144,41.87438991764,243,20.4415137614679,"NLCD"
"241","Humber Bay Butterfly Habitat","ON",-79.47731440206,43.624230051399,244,50.1860864586316,"Canada"
"242","Shadow Lake Nature Preserve","WA",-122.11108207368,47.404331966604,245,11.7697594501718,"NLCD"
"243","Laurel Hill Woods Trail","VA",-77.243542671204,38.704735731128,246,28.6821705426357,"NLCD"
"244","Nordheimer Ravine","ON",-79.404213572387,43.680633284188,247,92.7690100430416,"Canada"
"245","University of Toronto","ON",-79.395205793421,43.666247438724,248,100,"Canada"
"246","Wychwood Barns Park","ON",-79.424094558833,43.679441671763,249,98.0807791463764,"Canada"
"247","Toronto Music Garden","ON",-79.394137756776,43.637059231216,250,71.2567993129115,"Canada"
"248","Woodbine Beach","ON",-79.309733701503,43.660458364534,251,47.691425293949,"Canada"
"249","South Kingsway","ON",-79.474497310672,43.635517910444,252,58.6107921928817,"Canada"
"250","ravine","DC",-77.052083693287,38.928472344358,253,65.0902837489252,"NLCD"
"251","Lake Murphysboro State Park, Overflow","IL",-89.377708535646,37.78511086477,254,1.97707736389685,"NLCD"
"252","SCBI Banding Shed","VA",-78.160651827534,38.892450336602,255,4.96840896036761,"NLCD"
"253","Woolston Fields","NY",-77.417981743558,42.868096483686,256,4.5233323790438,"NLCD"
"254","East Campus UGA","GA",-83.367261886597,33.938606928375,257,54.6678121420389,"NLCD"
"255","Happy Dancing Turtle","MN",-94.41479859228,46.720887557783,258,41.7884780739467,"NLCD"
"256","VCE Office","VT",-72.319564643456,43.696121035138,259,19.7591052480642,"NLCD"
"257","Church On the Corner Garden","CA",-122.29178129206,37.890866885379,260,99.4554313556893,"NLCD"
"258","Lockerly Arboretum","GA",-83.228581318908,33.060011606663,262,39.7538637664568,"NLCD"
"259","Laurel Hill Equestrian Park # 2","VA",-77.24573143192,38.701603746869,263,40.6536697247706,"NLCD"
"260","EwA on Spring","MA",-71.108469497452,42.386502554779,264,98.8825214899713,"NLCD"
"261","WestchesterCDS","NC",-80.087705468616,35.974073634901,265,16.2503588860178,"NLCD"
"262","EwA at Bigelow","CT",-72.133736073331,41.997887974173,266,0.315366972477064,"NLCD"
"263","Bronx Zoo - Project TRUE","NY",-73.877304316055,40.851085400947,267,70.0229489386116,"NLCD"
"264","Crump Park in Henrico County, VA","VA",-77.516743791938,37.675532882051,268,42.4971363115693,"NLCD"
"265","Taylor Creek Park","ON",-79.298305433285,43.697039857328,269,77.8923253150057,"Canada"
"266","Green Mountain Audubon Center","VT",-72.996395479529,44.346562544255,270,1.20309366943569,"NLCD"
"267","Riverdale Park East","ON",-79.356772131907,43.670753240589,271,78.125,"Canada"
"268","HOSP","NC",-82.878260440728,35.921628149898,272,1.80878552971576,"NLCD"
"269","Akron Zoo Back 40 2025","OH",-81.542355102095,41.078869950169,273,86.0824742268041,"NLCD"
"270","OKC Zoo- DMA and carousel","OK",-97.472342130892,35.524687883463,274,72.0091585575272,"NLCD"
"271","Somerville Miyawaki Forest","MA",-71.094556173653,42.386318332587,275,99.7424892703863,"NLCD"
"272","Hickory App State Campus","NC",-81.366579715262,35.743366034157,276,76.8086931655705,"NLCD"
"273","Cedar Valley Park","ON",-78.888801947503,43.936977700754,277,54.1941024906957,"Canada"
"274","Motts Run Reservoir Recreation Area","VA",-77.543837920244,38.315045602231,278,1.31994261119082,"NLCD"
"275","Austin Cary Forest","FL",-82.217334773304,29.750231453494,279,5.01002004008016,"NLCD"
"276","Stomping Ground of JJ and Petums","KS",-95.039940501008,39.374413447907,280,8.02752293577982,"NLCD"
"277","BHRC Pine Hollow","WI",-89.90831794601,43.37171131343,281,0.0859598853868195,"NLCD"
"278","High Park - EcoSpark","ON",-79.463464256075,43.646960505142,282,51.4465769120596,"Canada"
"279","Parc Downsview Park EcoSpark","ON",-79.482411363497,43.743589323593,283,82.1827556574048,"Canada"
"280","PSP Site A","VA",-77.947740158037,37.677095231751,284,0.257363454389477,"NLCD"
"281","Binghamton University Nature Preserve","NY",-75.970140962949,42.080942723722,285,22.686909195073,"NLCD"
"282","Laurel Hill Equestrian Center #3","VA",-77.25923645624,38.670622166608,286,82.1254654826697,"NLCD"
